sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Total deaths","Total affected","Total damage ('000 US$)","Disaster name","Disaster No."
17/04/2013,19/04/2013,"United States of America (the)",USA,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces",,,,Kph,Storm,"Convective storm",Flood,3,0,1100000,,2013-0118
18/05/2013,22/05/2013,"United States of America (the)",USA,"Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, New York, New Jersey, Pennsylvania provinces",,,320,Kph,Storm,"Convective storm",Hail,29,450,3100000,,2013-0142
15/05/2013,17/05/2013,"United States of America (the)",USA,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces",,,285,Kph,Storm,"Convective storm",Hail,6,700,300000,,2013-0183
26/05/2013,06/06/2013,"United States of America (the)",USA,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces",,,475,Kph,Storm,"Convective storm",--,27,170150,2100000,,2013-0184
30/05/2013,08/06/2013,"United States of America (the)",USA,"Los Angeles district (California province)",,,,Km2,Wildfire,"Forest fire",--,0,110,21400,,2013-0209
06/06/2013,20/06/2013,"United States of America (the)",USA,"Black Forest area (El Paso district, Colorado province)",,,,Km2,Wildfire,"Forest fire",--,2,1617,500000,,2013-0210
12/06/2013,13/06/2013,"United States of America (the)",USA,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia provinces",,,,Kph,Storm,"Convective storm",--,4,0,900000,,2013-0211
28/06/2013,12/07/2013,"United States of America (the)",USA,"Yarnell area (Yavapai district, Arizona province)",,,,Km2,Wildfire,"Forest fire",--,19,387,2000,,2013-0212
27/07/2013,28/07/2013,"United States of America (the)",USA,"Cleveland, Lincoln, Catawba districts (North Carolina province), Pennsylvania province",,,,Km2,Flood,"Riverine flood",--,2,1425,25000,,2013-0254
05/08/2013,12/08/2013,"United States of America (the)",USA,"Missouri, Kansas, Tennessee, Arkansas, Oklahoma provinces",38.2138,-94.15,123143.44,Km2,Flood,"Riverine flood",--,3,6000,25000,,2013-0277
25/05/2013,28/05/2013,"United States of America (the)",USA,"San Antonio town (Bexar district, Texas province)",28.899,-98.89,33907.85,Km2,Flood,"Riverine flood",--,3,300,2000,,2013-0286
22/04/2013,29/04/2013,"United States of America (the)",USA,"Iowa, Michigan, Minnesota, Wisconsin provinces",38.8278,-88.64,493136.77,Km2,Flood,"Riverine flood",--,5,300,325000,,2013-0291
03/08/2013,01/09/2013,"United States of America (the)",USA,"Yosemite valley (Mariposa district, California province)",,,,Km2,Wildfire,--,--,0,36,175000,,2013-0315
02/08/2013,03/08/2013,"United States of America (the)",USA,"Colorado, Wyoming, Montana provinces",,,,Kph,Storm,"Convective storm",Hail,0,0,300000,,2013-0334
12/09/2013,19/09/2013,"United States of America (the)",USA,"Lafayette, Lyons, Longmont towns (Boulder district, Colorado province), Larimer, El Paso, Broomfield districts (Colorado province), New Mexico province",,-105.14,100404,Km2,Flood,"Riverine flood","Slide (land, mud, sn",9,21900,1900000,,2013-0354
09/09/2013,15/09/2013,"United States of America (the)",USA,"Shasta district (California province)",,,,Km2,Wildfire,--,--,1,225,10000,,2013-0404
16/11/2013,18/11/2013,"United States of America (the)",USA,"Illinois, Indiana, Kentucky, Ohio, Michigan, Wisconsin, Missouri provinces",,,305,Kph,Storm,"Convective storm",Hail,11,185,1300000,,2013-0439
24/11/2013,24/11/2013,"United States of America (the)",USA,"Oklahoma, Texas, California, New Mexico, Arizona provinces",,,,Kph,Storm,"Convective storm",Flood,14,0,2000,,2013-0472
31/10/2013,10/11/2013,"United States of America (the)",USA,"Austin district (Texas province)",30.66,-96.01,38936,Km2,Flood,"Riverine flood",--,4,4800,0,,2013-0510
19/12/2013,22/12/2013,"United States of America (the)",USA,"Michigan, Ohio, New York, Vermont, Maine, Kansas, Iowa, Texas, Wisconsin, Illinois, Minnesota, Arkansas, Louisiana, Mississippi, Kentucky provinces",,,,°C,"Extreme temperature ","Severe winter conditions",--,19,0,200000,,2013-0528
18/03/2013,19/03/2013,"United States of America (the)",USA,"Louisiana, South Carolina, Mississippi provinces",,,,Kph,Storm,"Convective storm",--,2,0,2200000,,2013-0548
01/12/2013,09/12/2013,"United States of America (the)",USA,"Alabama, Arkansas, Connecticut, Delaware, Florida, Georgia, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont, Virginia, West Virginia provinces",,,,Kph,Storm,"Convective storm",--,20,0,100000,"Cleon and Dion",2013-0550
22/12/2013,31/12/2013,"United States of America (the)",USA,"Nelson, Carroll districts (Kentucky province)",37.5597,-86.79,16069.91,Km2,Flood,"Riverine flood",--,5,0,0,,2013-0558
24/02/2013,25/02/2013,"United States of America (the)",USA,"Texas, Oklahoma, Louisiana provinces",,,,Kph,Storm,"Convective storm",Hail,1,0,1100000,,2013-0579
05/01/2014,08/01/2014,"United States of America (the)",USA,"New York, Minnesota, Georgia, Maryland, Alaska, Alabama, Mississippi, Louisiana, North Carolina, South Carolina, Ohio, Indiana, Illinois, Pennsylvania, Michigan, New Jersey, Virginia, Kentucky, Missouri provinces",,,-37,°C,"Extreme temperature ","Cold wave",--,21,0,2500000,,2014-0009
02/02/2014,06/02/2014,"United States of America (the)",USA,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania provinces",,,,Kph,Storm,"Convective storm","Cold wave",9,0,250000,,2014-0048
01/01/2014,05/01/2014,"United States of America (the)",USA,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, Massachusetts, New Hampshire, Vermont, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania, Maryland provinces",,,,Kph,Storm,"Convective storm",--,16,0,210000,,2014-0052
26/01/2014,29/01/2014,"United States of America (the)",USA,"Georgia, Alabama, Mississippi, Louisiana, North Carolina, South Carolina provinces",,,,Kph,Storm,"Convective storm",--,13,0,250000,,2014-0053
11/02/2014,14/02/2014,"United States of America (the)",USA,"District of Columbia, New York, Georgia, South Carolina, North Carolina, Pennsylvania provinces",,,,Kph,Storm,"Convective storm","Cold wave",25,0,750000,,2014-0072
22/03/2014,22/03/2014,"United States of America (the)",USA,"Oso village (Snohomish district, Washington province)",,,,,Landslide,Landslide,--,43,150,20000,,2014-0095
28/02/2014,04/03/2014,"United States of America (the)",USA,"California, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Tennessee, New York, New Jersey, Pennsylvania provinces",,,,Kph,Storm,"Convective storm",--,12,0,2000,,2014-0100
27/04/2014,01/05/2014,"United States of America (the)",USA,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Mississippi, Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Florida, Alabama, New York, New Jersey, Pennsylvania provinces",,,,Kph,Storm,"Convective storm",Flood,40,15,2000000,,2014-0126
11/05/2014,20/05/2014,"United States of America (the)",USA,"Hutchinson district (Texas province), San Diego district (California province)",,,,Km2,Wildfire,"Forest fire",--,2,429,100000,,2014-0165
18/05/2014,23/05/2014,"United States of America (the)",USA,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, North Dakota, Ohio, South Dakota, Wisconsin, Kansas, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Wyoming, Arizona, Idaho, Montana, Nevada, New Mexico, Utah, Wyoming, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut provinces",,,110,Kph,Storm,"Convective storm",Hail,0,0,3900000,,2014-0192
26/07/2014,27/07/2014,"United States of America (the)",USA,"Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, Texas, Wyoming, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Ohio, South Dakota, Wisconsin, New York, New Jersey, Pennsylvania, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Tennessee provinces",,,60,Kph,Storm,"Convective storm",Flood,0,300,270000,,2014-0263
08/08/2014,10/08/2014,"United States of America (the)",USA,"Hawaii province",,,95,Kph,Storm,"Tropical cyclone",--,1,834,66000,"Hurricane Iselle",2014-0310
11/08/2014,13/08/2014,"United States of America (the)",USA,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvanie, Maryland provinces",,,,Km2,Flood,"Riverine flood",--,2,102000,1600000,,2014-0317
24/08/2014,24/08/2014,"United States of America (the)",USA,"San Francisco Bay (San Francisco district) , Napa Valley (Napa district) ; Sonoma, Solano district (California province) ; Vallejo, Mare Island cities (Solano district, California province)",38.215,-122.31,6,Richter,Earthquake,"Ground movement",Fire,1,3250,700000,,2014-0318
12/10/2014,14/10/2014,"United States of America (the)",USA,"Arkansas, Louisiana, Alabama, Mississippi, Kentucky, Illinois, Texas provinces",,,160,Kph,Storm,"Convective storm",Hail,2,0,170000,,2014-0444
15/11/2014,19/11/2014,"United States of America (the)",USA,"New York, New Hampshire, Michigan provinces",,,,Kph,Storm,"Convective storm",--,13,0,100000,,2014-0459
10/12/2014,17/12/2014,"United States of America (the)",USA,"Los Angeles, San Diego districts (California province), Oregon province",,,230,Kph,Storm,"Convective storm",Flood,3,30,0,,2014-0482
02/12/2014,05/12/2014,"United States of America (the)",USA,"Orange, Mariposa, Tuolumne, Los Angeles, San Francisco, Sacaramento districts (California province)",,,,Km2,Flood,"Flash flood","Slide (land, mud, sn",0,0,90000,,2014-0491
03/06/2014,06/06/2014,"United States of America (the)",USA,"Blair area (Washington district, Nebraska province), Iowa, Kansas, Arkansas, Wyoming provinces",,,128,Kph,Storm,"Convective storm",Hail,2,36,1600000,,2014-0540
/01/2014,/12/2014,"United States of America (the)",USA,"San Joaquin district (California province)",,,,Km2,Drought,Drought,--,0,0,2200000,,2014-9023
06/01/2015,11/01/2015,"United States of America (the)",USA,"Illinois, Wisconsin, Pennsylvania provinces",,,,Kph,Storm,"Convective storm",--,15,0,100000,,2015-0025
26/01/2015,28/01/2015,"United States of America (the)",USA,"Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Rhode Island",,,104,Kph,Storm,"Convective storm",Snow/ice,2,0,80000,,2015-0026
16/02/2015,22/02/2015,"United States of America (the)",USA,"Tennessee, Kansas, District of Columbia, Boston, Ohio, Virginia, Georgia, North Carolina, South Carolina provinces",,,,Kph,Storm,"Convective storm","Cold wave",10,0,100000,"Storm Octavia",2015-0046
31/01/2015,04/02/2015,"United States of America (the)",USA,"Illinois, Michigan, Massachusetts, New York, Connecticut, Indiana provinces",,,,Kph,Storm,"Convective storm","Cold wave",22,0,150000,,2015-0072
16/02/2015,22/02/2015,"United States of America (the)",USA,"Massachusetts, New York, Tennessee, Maryland, Virginia, Pennsylvania, Kentucky, North Carolina, Michigan, Rhode Island, New Hampshire, Ohio, South Carolina, Illinois, District of Columbia, Maine, Vermont provinces",,,,Kph,Storm,"Convective storm",--,30,0,3000000,,2015-0073
03/03/2015,05/03/2015,"United States of America (the)",USA,"New York, Pennsylvania, Kentucky, West Virginia, Arkansas provinces",,,,Kph,Storm,"Convective storm",--,13,0,170000,,2015-0122
25/03/2015,26/03/2015,"United States of America (the)",USA,"Moore area (Cleveland district, Oklahoma province), Osage, Tulsa districts (Oklahoma province), Kansas, Missouri, Arkansas provinces",,,110,Kph,Storm,"Convective storm",Hail,1,3312,500000,,2015-0123
07/04/2015,10/04/2015,"United States of America (the)",USA,"Fairdale area (DeKalb district, Illinois province), Rochelle town (Ogle district, Illinois province), Missouri, North Carolina, Indiana, Ohio, Kentucky, Texas, Iowa, Arkansas, Michigan, West Virginia, Wisconsin, Pennsylvania, Oklahoma, Kansas, Tennessee provinces",,,,Kph,Storm,"Convective storm",Hail,3,12,1400000,,2015-0138
24/04/2015,28/04/2015,"United States of America (the)",USA,"Texas, Louisiana, Alabama, Mississippi, Kentucky, Georgia, Florida provinces",,,,Kph,Storm,"Convective storm",Flood,4,12,950000,,2015-0155
06/05/2015,13/05/2015,"United States of America (the)",USA,"Nashville town (Howard district, Arkansas province); Van town (Van Zandt district, Texas province), Delmond town (Douglas district, South Dakota province), Colorado, Oklahoma, Kansas, Iowa provinces",,,,Kph,Storm,"Convective storm",--,6,0,1000000,,2015-0177
03/05/2015,05/05/2015,"United States of America (the)",USA,"Kansas, Nebraska, Texas, Oklahoma, Minnesota, Iowa, Wisconsin provinces",,,,Kph,Storm,"Convective storm",Flood,1,40,160000,,2015-0180
24/05/2015,24/05/2015,"United States of America (the)",USA,"San Marcos area (Hays district, Texas province), Claremore area (Hays district, Oklahoma province)",,,,Km2,Flood,"Flash flood",--,16,12000,0,,2015-0186
06/05/2015,13/05/2015,"United States of America (the)",USA,"Texas, Oklahoma, Kansas, Nebraska, Missouri, Colorado, Minnesota, South Dakota provinces",,,130,Kph,Storm,"Convective storm",Flood,4,0,1400000,,2015-0211
23/05/2015,30/05/2015,"United States of America (the)",USA,"Texas, Oklahoma, Colorado, Arkansas, Kansas, Louisiana, Georgia, Ohio, South Carolina",34.1936,-97.99,849464.6,Km2,Flood,"Flash flood",Lightening,32,12000,2700000,,2015-0212
03/06/2015,08/06/2015,"United States of America (the)",USA,"Colorado, Illinois provinces",,,,Kph,Storm,"Convective storm",Hail,0,0,650000,,2015-0245
22/07/2015,13/08/2015,"United States of America (the)",USA,"Lake, Napa, Solano, Yolo, Modoc, Colusa districts (California province)",,,,Km2,Wildfire,--,--,1,129,2000,,2015-0312
12/07/2015,14/07/2015,"United States of America (the)",USA,"Illinois, Indiana, Wisconsin, Minnesota, Ohio, Iowa, Kentucky, Tennessee, Missouri, South Carolina, North Carolina",,,,Kph,Storm,"Convective storm",Lightening,4,0,700000,,2015-0326
24/07/2015,05/08/2015,"United States of America (the)",USA,"Hillsborough, Pasco, Pinellas, Dixie, Taylor districts (Florida province) ",,,,Km2,Flood,--,--,0,600,100000,,2015-0399
02/08/2015,04/08/2015,"United States of America (the)",USA,"Chicago, Lincolnwood towns (Cook district, Illinois province), Wood Dale town (DuPage district, Illinois province), Lancaster town (Coos district, New Hampshire province), Indiana, Ohio, Connecticut, Michigan, Massachusetts, Wisconsin, Rhode Island, Maine, New York provinces",,,95,Kph,Storm,"Convective storm",Hail,4,40,950000,,2015-0400
13/08/2015,31/08/2015,"United States of America (the)",USA,"California, Idaho, Montana, Oregon, Washington provinces",,,,Km2,Wildfire,--,Pollution,4,4508,150000,"Valley Fire",2015-0401
13/09/2015,20/09/2015,"United States of America (the)",USA,"Lake, Napa, Sonoma, Butte districts (California province)",,,,Km2,Wildfire,"Land fire (Brush, Bush, Pastur",--,4,7302,1400000,,2015-0421
14/09/2015,14/09/2015,"United States of America (the)",USA,"Hildale town (Washington district, Utah province), Las Vegas town (Clark district, Nevada province)",,,,Km2,Flood,"Flash flood",--,19,0,2000,,2015-0431
01/10/2015,13/10/2015,"United States of America (the)",USA,"South Carolina, North Carolina",335.033,-804.93,,Kph,Storm,"Tropical cyclone",Flood,21,800,1700000,Joaquin,2015-0459
29/10/2015,03/11/2015,"United States of America (the)",USA,"Austin, Houston districts (Texas province), Lousiana province",,,,Kph,Storm,"Convective storm",Flood,6,0,270000,,2015-0488
25/11/2015,04/12/2015,"United States of America (the)",USA,"Texas, Kansas, Oklahoma provinces",,,,Kph,Storm,"Convective storm",Flood,18,300,140000,,2015-0531
26/12/2015,30/12/2015,"United States of America (the)",USA,"Dallas, Ellis, Collin districts (Texas province), Mississippi, Tennessee, Arkansas, Alabama, Georgia, New Mexico, Missouri, Kentucky, Indiana, Oklahoma, Illinois provinces",,,,Kph,Storm,"Convective storm",Flood,45,60,900000,,2015-0558
15/12/2015,06/01/2016,"United States of America (the)",USA,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",356.658,-910.83,,Km2,Flood,--,Storm,31,4050,600000,,2015-0565
09/09/2015,14/09/2015,"United States of America (the)",USA,"Amador, Calaveras (California)",,,,Km2,Wildfire,"Land fire (Brush, Bush, Pastur",--,3,1425,400000,"Butte fire",2015-0613
/01/2015,/12/2015,"United States of America (the)",USA,"California, Nevada, Oregon, Washington, Idaho, Montana, Utah, Arizona provinces",,,,Km2,Drought,Drought,--,0,0,1800000,,2015-9210
23/01/2016,26/01/2016,"United States of America (the)",USA,"Washington D.C. (District of Columbia district, District of Columbia province), New York, New Jersey, Pennsylvania, Maryland, Virginia, Tennessee, Kentucky, Delaware, West Virginia, Georgia, North Carolina provinces
",,,,Kph,Storm,"Convective storm",Snow/ice,50,85000012,550000,"Storm Jonas (Snowzilla)",2016-0010
04/01/2016,08/01/2016,"United States of America (the)",USA,"Ventura, Orange, San Diego, Los Angles districts (California province)",,,,Kph,Storm,"Convective storm",Flood,0,0,125000,,2016-0012
22/02/2016,25/02/2016,"United States of America (the)",USA,"Alabama, Mississippi, Virginia provinces",,,,Kph,Storm,"Convective storm",Lightening,10,12,1200000,,2016-0051
04/03/2016,12/03/2016,"United States of America (the)",USA,"California, Lousiana, Texas, Arkansas, Tennessee, Mississippi, Alabama, Oklahoma, Kentucky, Ohio provinces",,,,Kph,Storm,"Convective storm",Flood,7,0,1600000,,2016-0085
17/03/2016,18/03/2016,"United States of America (the)",USA,"Texas, Mississippi, Louisiana, Florida provinces",,,,Kph,Storm,"Convective storm",Hail,1,0,1200000,,2016-0086
22/03/2016,25/03/2016,"United States of America (the)",USA,"Texas, Oklahoma, Louisiana, Arkansas, Mississippi, Alabama, Florida provinces",,,,Kph,Storm,"Convective storm",Hail,0,300,2300000,,2016-0087
10/04/2016,15/04/2016,"United States of America (the)",USA,"Dallas-Fort Worth (Dallas, Wise, Tarrant, Denton, Parker), Wylie, Plano, Little Elm, Rockwall, Bettie, Emory in Collin, Denton, Upshur, Rockwall, Rains,
San Antonio metro regions, Helotes, Alamo Heights, Kirby, Hollywood Park, Carrizo Springs, Terrel Hills (Bexar, Dimmit) (Texas), Oklahoma, Kansas, Missouri, Arkansas, Mississippi, Louisiana",,,,Kph,Storm,"Convective storm",Hail,1,3000,3900000,,2016-0123
16/04/2016,19/04/2016,"United States of America (the)",USA,"Fayette, Grimes, Harris, Parker counties, Houston districts (Texas province)",,,,Km2,Flood,"Flash flood",Storm,9,21000,2000000,,2016-0124
25/04/2016,04/05/2016,"United States of America (the)",USA,"Texas, Oklahoma, Arkansas, Louisiana, Mississippi, Kansas, Virginia, North Carolina, Georgia, Missouri, Illinois, West Virginia provinces",,,,Kph,Storm,"Convective storm",Hail,6,0,2400000,,2016-0125
07/05/2016,10/05/2016,"United States of America (the)",USA,"Oklahoma, Colorado, Nebraska, Kansas, Iowa, Missouri, Arkansas, Illinois, Kentucky, Texas,Tennessee provinces",,,,Kph,Storm,"Convective storm",Hail,2,10,1000000,,2016-0150
30/04/2016,30/04/2016,"United States of America (the)",USA,"Palestine city (Anderson district, Texas province), Houston district (Texas province)",,,,Km2,Flood,--,--,11,0,0,,2016-0170
21/05/2016,28/05/2016,"United States of America (the)",USA,"Houston district (Texas province), Brenham city (Washington district, Texas province); Montana, Kansas, Missouri, Colorado",,,,Kph,Storm,"Convective storm",Flood,9,12,1100000,,2016-0181
27/05/2016,02/06/2016,"United States of America (the)",USA,"Texas, Oklahoma, Arkansas, Kansas, Nebraska provinces",308.574,-955.37,,Km2,Flood,--,Storm,15,0,300000,,2016-0183
22/06/2016,26/06/2016,"United States of America (the)",USA,"Greenbier district (West Virginia province); Ohio, Indiana, Illinois, Wisconsin, Virginia",349.452,805.54,,Kph,Storm,"Convective storm",Flood,25,2000,1000000,,2016-0203
25/06/2016,26/06/2016,"United States of America (the)",USA,"California province",,,,Km2,Wildfire,"Forest fire",--,0,891,150000,,2016-0206
24/07/2016,01/08/2016,"United States of America (the)",USA,"Los Angeles, San Francisco districts (California province)",,,,Km2,Wildfire,"Forest fire",--,2,420,50000,"Sand Fire",2016-0264
09/08/2016,16/08/2016,"United States of America (the)",USA,"Louisiana, Mississippi, Missouri, Illinois, Indiana; Allamakee, Clayton, Fayette, Howard, Winneshiek counties (Iowa)",29.988,-91.8,19554.02,Km2,Flood,--,--,13,70000,10000000,,2016-0292
13/08/2016,16/08/2016,"United States of America (the)",USA,"Lower Lake, Clearlake (Lake district, California province)",,,,Km2,Wildfire,"Forest fire",--,0,567,100000,"Clayton Fire",2016-0297
01/09/2016,06/09/2016,"United States of America (the)",USA,"Georgia, Florida, South Carolina,  New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region",,,85,Kph,Storm,"Tropical cyclone",Flood,3,14070,600000,"Hurricane Hermine",2016-0322
19/09/2016,23/09/2016,"United States of America (the)",USA,"Minnesota; Buffalo, Chippewa, Clark, Columbia, Crawford, Eau Claire, Jackson, La Crosse, Monroe, Richland, Sauk, Trempealeau, and Vernon (Wisconsin); Allamakee, Benton, Black Hawk, Bremer, Buchanan, Butler, Cedar, Chickasaw, Delaware, Floyd, Franklin, Linn,  Wright (Iowa)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",1,0,550000,,2016-0331
07/10/2016,09/10/2016,"United States of America (the)",USA,"Florida, Georgia, South Carolina, North Carolina, Virginia provinces",,,,Kph,Storm,"Extra-tropical storm",--,49,0,10000000,"Hurricane Matthew",2016-0355
28/11/2016,02/12/2016,"United States of America (the)",USA,"Gatlinburg city (Sevier district, Tennessee province)",,,,Km2,Wildfire,"Forest fire",--,14,6574,1200000,,2016-0463
26/11/2016,01/12/2016,"United States of America (the)",USA,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",,,,Kph,Storm,"Convective storm",Hail,8,33,275000,,2016-0477
07/11/2016,07/11/2016,"United States of America (the)",USA,"Cushing (Oklahoma)",35.991,-96.803,5,Richter,Earthquake,"Ground movement",--,0,120,20000,,2016-0493
13/12/2016,19/12/2016,"United States of America (the)",USA,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",,,,Kph,Storm,"Convective storm","Cold wave",22,0,100000,,2016-0521
24/04/2016,28/04/2017,"United States of America (the)",USA,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",,,,Kph,Storm,"Convective storm",--,6,19,0,,2016-0550
08/03/2016,13/03/2016,"United States of America (the)",USA,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi",,,,Km2,Flood,--,--,5,0,2300000,,2016-0552
18/01/2017,23/01/2017,"United States of America (the)",USA,"Georgia (cook), Mississippi, Alabama, Louisiana, Florida states",,,,Kph,Storm,"Convective storm",--,21,150,0,,2017-0022
22/02/2017,22/02/2017,"United States of America (the)",USA,"San Jose (North California)",,,,Km2,Flood,"Riverine flood",--,0,300,0,,2017-0058
16/02/2017,21/02/2017,"United States of America (the)",USA,"Center and south of California (San Diego, Los Angeles, San Francisco, Sacramento)",,,,Kph,Storm,"Convective storm","Slide (land, mud, sn",5,14000,1300000,,2017-0062
27/02/2017,02/03/2017,"United States of America (the)",USA,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee states",,,,Kph,Storm,"Convective storm",Hail,4,612,1900000,,2017-0070
13/03/2017,15/03/2017,"United States of America (the)",USA,"South Carolina, Georgia",,,,Kph,Storm,"Convective storm",--,11,12,1000000,,2017-0108
28/04/2017,01/05/2017,"United States of America (the)",USA,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",,,,Km2,Flood,--,Storm,20,70,2000000,,2017-0136
08/05/2017,11/05/2017,"United States of America (the)",USA,"Colorado, New Mexico, Texas, Oklahoma",,,130,Kph,Storm,"Convective storm",Hail,0,0,3100000,,2017-0203
25/06/2017,29/06/2017,"United States of America (the)",USA,"Texas (Hartley County, Dalhart), Oklahoma (Cimarron County, Keyes), Kansas (Salina, Scott, Logan counties), New Mexico (Sante Fe county, Glorieta), Colorado (Yuma), Idaho (Powell), Washington,Oregon, Montana, Nevada, Utah, South Dakota, Nebraska (Arnold, Custer County, Scotts Bluff, South Sioux City,), Wisconsin (Pierce, Burnett and Green counties) Minnesota, Iowa (Sergeant Bluff, Sioux City), Missouri (Harrison, Mercer Counties), Illinois (Winnebago, Boone counties)",,,170,Kph,Storm,"Convective storm",Hail,0,0,1400000,,2017-0234
06/07/2017,10/07/2017,"United States of America (the)",USA,"Butte (Oroville), San Luis Obispo, Santa Barbara (California)",,,190,Km2,Wildfire,"Forest fire",--,0,156,0,"Wall Fire, Alamo Fire, Whittier Fire",2017-0252
11/06/2017,11/06/2017,"United States of America (the)",USA,"Minnesota, Wisconsin, Upper Peninsula (Michigan); Minneapolis – St. Paul, MN metro region",,,135,Kph,Storm,"Convective storm",Hail,0,0,2000000,,2017-0253
15/07/2017,15/07/2017,"United States of America (the)",USA,"Ellison Creek (Water wheel) Tonto National Forest (Gila, Arizona)",34.349,-111.264,,Km2,Flood,"Flash flood",--,10,0,0,,2017-0282
